borough_join,year,check_in,income,bu,bur,br,kinder,dist,train,unempl,pop_density,greenery,average_b_waw,TERYT,borough,county
leszno,2014,68,0.972878362,0,0,1,59.89817311,28.82,0,0.056,0.800847458,13.1,0.026965052,1432042,Leszno,warszawski zachodni
leszno,2015,88,0.980635513,0,0,1,49.67709886,28.82,0,0.04,0.804685002,13.1,0.011673308,1432042,Leszno,warszawski zachodni
leszno,2016,51,1.034402508,0,0,1,49.58349861,28.82,0,0.034,0.806204029,16.62,0.011505369,1432042,Leszno,warszawski zachodni
leszno,2017,53,1.074450626,0,0,1,39.63928253,28.82,0,0.03,0.806763671,16.62,0.011217522,1432042,Leszno,warszawski zachodni
leszno,2018,82,1.051976855,0,0,1,39.3236335,28.82,0,0.023,0.813239527,15.2,0.013087976,1432042,Leszno,warszawski zachodni
leszno,2019,74,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,1432042,Leszno,warszawski zachodni
lesznowola,2008,466,1.977257231,0,0,1,77.76913676,16.35,0,0.026,2.597691198,72.7,0.134527206,1418032,Lesznowola,piaseczyński
lesznowola,2009,461,1.887943466,0,0,1,79.50389569,16.35,0,0.037,2.722510823,85.1,0.140388906,1418032,Lesznowola,piaseczyński
lesznowola,2010,508,1.798293553,0,0,1,87.73212458,16.35,0,0.04,2.960606061,85.1,0.215278968,1418032,Lesznowola,piaseczyński
lesznowola,2011,455,1.7849353,0,0,1,88.49969724,16.35,0,0.037,3.097979798,83.3,0.254561961,1418032,Lesznowola,piaseczyński
lesznowola,2012,349,1.716853686,0,0,1,85.64345278,16.35,0,0.044,3.201298701,83.3,0.23206915,1418032,Lesznowola,piaseczyński
lesznowola,2013,335,1.722316069,0,0,1,91.68704156,16.35,0,0.047,3.305050505,81.36,0.361099064,1418032,Lesznowola,piaseczyński
lesznowola,2014,319,1.690157439,0,0,1,106.0175565,16.35,0,0.043,3.402741703,81.36,0.277355522,1418032,Lesznowola,piaseczyński
lesznowola,2015,341,1.762823484,0,0,1,102.0991587,16.35,0,0.039,3.533333333,95.92,0.266858816,1418032,Lesznowola,piaseczyński
lesznowola,2016,252,1.716919125,0,0,1,99.48664889,16.35,0,0.035,3.626118326,130.38,0.330099732,1418032,Lesznowola,piaseczyński
lesznowola,2017,351,1.707210858,0,0,1,100.092393,16.35,0,0.029,3.748340548,146.99,0.235880569,1418032,Lesznowola,piaseczyński
lesznowola,2018,492,1.605407453,0,0,1,99.25375878,16.35,0,0.025,3.925396825,158.15,0.235943794,1418032,Lesznowola,piaseczyński
lesznowola,2019,460,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,1418032,Lesznowola,piaseczyński
lomianki,2008,453,1.835557288,0,1,0,38.86849493,14.6,0,0.026,5.963172805,27.2,0.203432068,1432053,Łomianki,warszawski zachodni
lomianki,2009,420,1.901678804,0,1,0,42.56043582,14.6,0,0.037,6.050991501,29.4,0.1765192,1432053,Łomianki,warszawski zachodni
lomianki,2010,448,1.971970391,0,1,0,46.23014205,14.6,0,0.044,6.127736286,29.6,0.145558685,1432053,Łomianki,warszawski zachodni
lomianki,2011,445,1.852687075,0,1,0,49.52333787,14.6,0,0.048,6.240278135,29.2,0.194782183,1432053,Łomianki,warszawski zachodni
lomianki,2012,354,1.869361078,0,1,0,48.67956675,14.6,0,0.038,6.348441926,29.2,0.31576404,1432053,Łomianki,warszawski zachodni
lomianki,2013,390,1.80817735,0,1,0,47.97505297,14.6,0,0.046,6.441668813,31.68,0.286107957,1432053,Łomianki,warszawski zachodni
lomianki,2014,335,1.834773767,0,1,0,47.54923327,14.6,0,0.039,6.499356168,31.68,0.213785902,1432053,Łomianki,warszawski zachodni
lomianki,2015,347,1.82236192,0,1,0,54.80953686,14.6,0,0.031,6.578161216,32.02,0.031650078,1432053,Łomianki,warszawski zachodni
lomianki,2016,352,1.765184126,0,1,0,57.87037037,14.6,0,0.026,6.675251095,31.98,0.178373769,1432053,Łomianki,warszawski zachodni
lomianki,2017,333,1.734384348,0,1,0,61.0011819,14.6,0,0.022,6.754828741,31.98,0.417451292,1432053,Łomianki,warszawski zachodni
lomianki,2018,469,1.583778717,0,1,0,67.35770684,14.6,0,0.02,6.882049961,44.78,0.02832498,1432053,Łomianki,warszawski zachodni
lomianki,2019,496,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,1432053,Łomianki,warszawski zachodni
marki,2008,467,0.910602041,1,0,0,27.61341223,11.91,0,0.027,9.694072658,30.7,0.326777965,1434021,Marki,wołomiński
marki,2009,465,0.95340877,1,0,0,42.20704474,11.91,0,0.044,9.966347992,56.3,0.393401474,1434021,Marki,wołomiński
marki,2010,452,0.99858511,1,0,0,44.66612075,11.91,0,0.048,10.27380497,56.3,0.395265639,1434021,Marki,wołomiński
marki,2011,514,1.0235339,1,0,0,46.97380307,11.91,0,0.057,10.583174,45.5,0.494722992,1434021,Marki,wołomiński
marki,2012,385,0.975600078,1,0,0,49.49095023,11.91,0,0.067,10.81759082,45.5,0.350844741,1434021,Marki,wołomiński
marki,2013,477,0.997996131,1,0,0,55.11160099,11.91,0,0.072,11.10210325,43.6,0.297136247,1434021,Marki,wołomiński
marki,2014,393,0.942701457,1,0,0,87.47728955,11.91,0,0.061,11.36596558,43.6,0.294039786,1434021,Marki,wołomiński
marki,2015,477,0.966412395,1,0,0,98.05523778,11.91,0,0.051,11.6998088,41.96,0.413393199,1434021,Marki,wołomiński
marki,2016,521,0.949350913,1,0,0,100.9877868,11.91,0,0.043,12.11739962,41.7,0.432614148,1434021,Marki,wołomiński
marki,2017,488,0.953973408,1,0,0,85.66358686,11.91,0,0.033,12.49942639,41.7,0.467976063,1434021,Marki,wołomiński
marki,2018,586,0.927133417,1,0,0,85.51040868,11.91,0,0.03,12.96902486,46.08,0.437492669,1434021,Marki,wołomiński
marki,2019,771,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,1434021,Marki,wołomiński
michalowice,2008,216,2.287633676,0,0,1,42.87901991,10.99,1,0.022,4.700547077,14.2,0.162112489,1421042,Michałowice,pruszkowski
michalowice,2009,200,2.297999467,0,0,1,42.60758415,10.99,1,0.032,4.73049237,51.8,0.167284712,1421042,Michałowice,pruszkowski
michalowice,2010,212,2.311395788,0,0,1,41.96642686,10.99,1,0.035,4.802764181,55.4,0.191599339,1421042,Michałowice,pruszkowski
michalowice,2011,208,2.217893509,0,0,1,59.10864168,10.99,1,0.034,4.87129283,51.2,0.138868615,1421042,Michałowice,pruszkowski
michalowice,2012,173,2.209265783,0,0,1,52.8448124,10.99,1,0.041,4.903829542,51.2,0.156775102,1421042,Michałowice,pruszkowski
michalowice,2013,161,2.167801759,0,0,1,58.24451045,10.99,1,0.046,4.943564642,50.48,0.226080656,1421042,Michałowice,pruszkowski
michalowice,2014,170,2.064565978,0,0,1,69.33610678,10.99,1,0.039,4.983299741,50.88,0.194804758,1421042,Michałowice,pruszkowski
michalowice,2015,212,2.063987973,0,0,1,74.28146963,10.99,1,0.035,5.039159228,47.5,0.261811525,1421042,Michałowice,pruszkowski
michalowice,2016,170,2.038067017,0,0,1,62.33707356,10.99,1,0.031,5.080909876,46.86,0.213788524,1421042,Michałowice,pruszkowski
michalowice,2017,145,2.088986986,0,0,1,67.31740155,10.99,1,0.024,5.132738267,48.18,0.413604558,1421042,Michałowice,pruszkowski
michalowice,2018,228,1.994712704,0,0,1,71.99424046,10.99,1,0.02,5.199251368,57.48,0.271257758,1421042,Michałowice,pruszkowski
michalowice,2019,264,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,1421042,Michałowice,pruszkowski
milanowek,2008,99,2.419247055,1,0,0,37.83579266,26.27,1,0.019,11.79910714,39.8,0.03061809,1405011,Milanówek,grodziski
milanowek,2009,134,1.977967014,1,0,0,37.36920777,26.27,1,0.034,11.94642857,46,0.024628067,1405011,Milanówek,grodziski
milanowek,2010,108,1.526290933,1,0,0,42.85539366,26.27,1,0.034,12.15327381,46,0.067730211,1405011,Milanówek,grodziski
milanowek,2011,96,1.574132415,1,0,0,48.93265643,26.27,1,0.039,12.16443452,46.2,0.060567483,1405011,Milanówek,grodziski
milanowek,2012,108,1.615288575,1,0,0,48.81918594,26.27,1,0.044,12.19270833,46.2,0.097175956,1405011,Milanówek,grodziski
milanowek,2013,89,1.659878525,1,0,0,48.75076173,26.27,1,0.046,12.20982143,45.88,0.063778803,1405011,Milanówek,grodziski
milanowek,2014,107,1.564847167,1,0,0,48.92068734,26.27,1,0.041,12.16741071,51.51,0.088533714,1405011,Milanówek,grodziski
milanowek,2015,79,1.603222415,1,0,0,48.86689878,26.27,1,0.037,12.18080357,51.13,0.14309819,1405011,Milanówek,grodziski
milanowek,2016,70,1.707358942,1,0,0,55.05597357,26.27,1,0.027,12.16294643,51.13,0.12772876,1405011,Milanówek,grodziski
milanowek,2017,89,1.599778626,1,0,0,48.78643737,26.27,1,0.019,12.20089286,51.13,0.114873372,1405011,Milanówek,grodziski
milanowek,2018,95,1.526651751,1,0,0,42.9289832,26.27,1,0.018,12.13244048,52.09,0.098112628,1405011,Milanówek,grodziski
milanowek,2019,134,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,1405011,Milanówek,grodziski
mmm,2008,115,0.930199759,1,0,0,41.90565988,38.4,1,0.04,28.96889226,125.6,0.306838334,1412011,Mińsk Mazowiecki,miński
mmm,2009,64,0.925638655,1,0,0,41.6992442,38.4,1,0.05,29.11229135,85.7,0.329464972,1412011,Mińsk Mazowiecki,miński
mmm,2010,91,0.922045893,1,0,0,43.24159333,38.4,1,0.052,29.82852807,84.8,0.339384049,1412011,Mińsk Mazowiecki,miński
mmm,2011,91,0.953086568,1,0,0,50.63419327,38.4,1,0.054,29.96889226,84.7,0.432724535,1412011,Mińsk Mazowiecki,miński
mmm,2012,47,0.903484257,1,0,0,47.89754966,38.4,1,0.062,30.09711684,84.6,0.395200253,1412011,Mińsk Mazowiecki,miński
mmm,2013,90,0.901915339,1,0,0,47.64292879,38.4,1,0.069,30.25796662,84.98,0.436863065,1412011,Mińsk Mazowiecki,miński
mmm,2014,72,0.91150373,1,0,0,47.25075228,38.4,1,0.058,30.5091047,84.98,0.471745312,1412011,Mińsk Mazowiecki,miński
mmm,2015,84,0.89244217,1,0,0,49.58595726,38.4,1,0.051,30.60242792,84.48,0.417600334,1412011,Mińsk Mazowiecki,miński
mmm,2016,35,0.860470604,1,0,0,52.00208008,38.4,1,0.042,30.63960546,89.74,0.39258948,1412011,Mińsk Mazowiecki,miński
mmm,2017,51,0.832747708,1,0,0,56.93210228,38.4,1,0.034,30.65174507,90.41,0.317734122,1412011,Mińsk Mazowiecki,miński
mmm,2018,101,0.79700722,1,0,0,56.37393073,38.4,1,0.032,30.9552352,114.27,0.348932296,1412011,Mińsk Mazowiecki,miński
mmm,2019,51,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,1412011,Mińsk Mazowiecki,miński
mrozy,2008,25,1.047417813,0,1,0,22.97794118,54.1,1,0.031,0.600607232,9.7,0.006387277,1412123,Mrozy,miński
mrozy,2009,12,0.36751472,0,1,0,22.89115257,54.1,1,0.034,0.60288435,10.3,0.007295784,1412123,Mrozy,miński
mrozy,2010,7,0.382922917,0,1,0,34.32494279,54.1,1,0.042,0.603091361,10.3,0.010020489,1412123,Mrozy,miński
mrozy,2011,14,0.425203301,0,1,0,57.1297989,54.1,1,0.044,0.603919404,10.1,0.008316252,1412123,Mrozy,miński
mrozy,2012,4,0.439942447,0,1,0,57.22133211,54.1,1,0.05,0.602953354,14.5,0.013745526,1412123,Mrozy,miński
mrozy,2013,17,0.45626544,0,1,0,68.29823563,54.1,1,0.056,0.606196522,14.44,0.013734851,1412123,Mrozy,miński
mrozy,2014,11,0.460157514,0,1,0,68.67345771,54.1,1,0.048,0.60288435,14.27,0.009579646,1412123,Mrozy,miński
mrozy,2015,0,0.464872233,0,1,0,68.62632964,54.1,1,0.037,0.603298372,14.51,0.018053625,1412123,Mrozy,miński
mrozy,2016,3,0.459314192,0,1,0,46.02462317,54.1,1,0.027,0.599710185,14.27,0.012841664,1412123,Mrozy,miński
mrozy,2017,6,0.445147672,0,1,0,46.00345026,54.1,1,0.023,0.599986199,14.27,0.008579208,1412123,Mrozy,miński
mrozy,2018,11,0.416186765,0,1,0,46.08825902,54.1,1,0.024,0.598882142,14.27,0.010120317,1412123,Mrozy,miński
mrozy,2019,15,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,1412123,Mrozy,miński
nadarzyn,2008,164,1.524772463,0,0,1,54.22503389,20.45,0,0.017,1.506466984,48.8,0.539086401,1421052,Nadarzyn,pruszkowski
nadarzyn,2009,214,1.441661717,0,0,1,52.62696255,20.45,0,0.034,1.552212389,49.9,0.520249307,1421052,Nadarzyn,pruszkowski
nadarzyn,2010,182,1.357863609,0,0,1,60.0394545,20.45,0,0.032,1.587338325,57.5,0.581463218,1421052,Nadarzyn,pruszkowski
nadarzyn,2011,166,1.390772369,0,0,1,66.96241734,20.45,0,0.033,1.626548673,56.3,0.045197409,1421052,Nadarzyn,pruszkowski
nadarzyn,2012,150,1.393071219,0,0,1,81.61932746,20.45,0,0.039,1.668073519,47.1,0.147903204,1421052,Nadarzyn,pruszkowski
nadarzyn,2013,177,1.454899083,0,0,1,80.00640051,20.45,0,0.044,1.701701838,51.16,0.040279742,1421052,Nadarzyn,pruszkowski
nadarzyn,2014,161,1.468504934,0,0,1,94.22850412,20.45,0,0.041,1.733832539,53.02,0.327230632,1421052,Nadarzyn,pruszkowski
nadarzyn,2015,88,1.342089658,0,0,1,93.24009324,20.45,0,0.038,1.752212389,51.82,0.103053719,1421052,Nadarzyn,pruszkowski
nadarzyn,2016,115,1.385097243,0,0,1,91.58208044,20.45,0,0.032,1.783934649,51.85,0.032773253,1421052,Nadarzyn,pruszkowski
nadarzyn,2017,123,1.318106727,0,0,1,89.90110878,20.45,0,0.024,1.817290674,52.03,0.033419829,1421052,Nadarzyn,pruszkowski
nadarzyn,2018,182,1.294246278,0,0,1,87.88633368,20.45,0,0.024,1.858951668,54.21,0.065615557,1421052,Nadarzyn,pruszkowski
nadarzyn,2019,211,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,1421052,Nadarzyn,pruszkowski
nasielsk,2008,11,0.301604679,0,1,0,10.33965776,42.36,1,0.063,0.940030131,15.2,0.216055334,1414043,Nasielsk,nowodworski
nasielsk,2009,15,0.327448811,0,1,0,10.32311345,42.36,1,0.088,0.941536667,15,0.268816531,1414043,Nasielsk,nowodworski
nasielsk,2010,40,0.354428639,0,1,0,20.3562341,42.36,1,0.096,0.954949701,15,0.14112559,1414043,Nasielsk,nowodworski
nasielsk,2011,21,0.402726507,0,1,0,20.27677802,42.36,1,0.095,0.958691743,15.4,0.21016483,1414043,Nasielsk,nowodworski
nasielsk,2012,16,0.409854257,0,1,0,20.22244692,42.36,1,0.093,0.961267435,15.4,0.185697913,1414043,Nasielsk,nowodworski
nasielsk,2013,29,0.416034566,0,1,0,20.22040239,42.36,1,0.092,0.96136463,17.1,0.138787866,1414043,Nasielsk,nowodworski
nasielsk,2014,16,0.425216777,0,1,0,20.18061652,42.36,1,0.086,0.96325995,17.1,0.036188379,1414043,Nasielsk,nowodworski
nasielsk,2015,25,0.426668473,0,1,0,20.13287699,42.36,1,0.078,0.965544054,18.84,0.08145123,1414043,Nasielsk,nowodworski
nasielsk,2016,10,0.426719847,0,1,0,20.07024586,42.36,1,0.066,0.968557127,19.26,0.07311137,1414043,Nasielsk,nowodworski
nasielsk,2017,12,0.43714247,0,1,0,20.05113038,42.36,1,0.038,0.969480488,19.26,0.082655415,1414043,Nasielsk,nowodworski
nasielsk,2018,18,0.437251847,0,1,0,20.05515167,42.36,1,0.042,0.969286096,21.07,0.050028808,1414043,Nasielsk,nowodworski
nasielsk,2019,19,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,1414043,Nasielsk,nowodworski
ndm,2008,70,0.772199421,1,0,0,25.34395366,32.57,1,0.033,9.790854307,126.3,0.387678325,1414011,Nowy Dwór Mazowiecki,nowodworski
ndm,2009,72,0.772544315,1,0,0,25.24068799,32.57,1,0.049,9.830911024,122.7,0.367482185,1414011,Nowy Dwór Mazowiecki,nowodworski
ndm,2010,56,0.773817319,1,0,0,24.88358039,32.57,1,0.059,9.971995746,122.7,0.401817143,1414011,Nowy Dwór Mazowiecki,nowodworski
ndm,2011,73,0.828303038,1,0,0,24.80246607,32.57,1,0.067,10.00460829,138.5,0.429543048,1414011,Nowy Dwór Mazowiecki,nowodworski
ndm,2012,55,0.841660713,1,0,0,24.76911645,32.57,1,0.066,10.0180787,138.5,0.403414339,1414011,Nowy Dwór Mazowiecki,nowodworski
ndm,2013,85,0.827683822,1,0,0,24.74634991,32.57,1,0.072,10.02729529,127.5,0.280745864,1414011,Nowy Dwór Mazowiecki,nowodworski
ndm,2014,78,0.817453867,1,0,0,24.67917078,32.57,1,0.069,10.05459057,127.5,0.285216928,1414011,Nowy Dwór Mazowiecki,nowodworski
ndm,2015,52,0.781244772,1,0,0,28.20675552,32.57,1,0.055,10.0538816,124.02,0.296815693,1414011,Nowy Dwór Mazowiecki,nowodworski
ndm,2016,74,0.782767047,1,0,0,28.02297884,32.57,1,0.046,10.11981567,125.32,0.295101762,1414011,Nowy Dwór Mazowiecki,nowodworski
ndm,2017,66,0.771236679,1,0,0,31.42787303,32.57,1,0.04,10.15136476,125.42,0.284298241,1414011,Nowy Dwór Mazowiecki,nowodworski
ndm,2018,70,0.74360397,1,0,0,31.41690229,32.57,1,0.04,10.15490961,121.76,0.39045772,1414011,Nowy Dwór Mazowiecki,nowodworski
ndm,2019,77,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,1414011,Nowy Dwór Mazowiecki,nowodworski
nieporet,2008,229,1.192166921,0,0,1,24.23263328,22.61,1,0.03,1.294572833,17.8,0.06539429,1408032,Nieporęt,legionowski
nieporet,2009,184,1.235445843,0,0,1,55.17893741,22.61,1,0.047,1.32657116,21.4,0.063122764,1408032,Nieporęt,legionowski
nieporet,2010,273,1.281443208,0,0,1,54.67895641,22.61,1,0.041,1.338701244,21.6,0.055713236,1408032,Nieporęt,legionowski
nieporet,2011,191,1.280907707,0,0,1,53.47593583,22.61,1,0.05,1.368817317,24.1,0.052380346,1408032,Nieporęt,legionowski
nieporet,2012,148,1.323041805,0,0,1,52.66325609,22.61,1,0.055,1.389940395,24.1,0.04978282,1408032,Nieporęt,legionowski
nieporet,2013,168,1.305083752,0,0,1,51.98277142,22.61,1,0.057,1.408135522,23.2,0.057898238,1408032,Nieporęt,legionowski
nieporet,2014,207,1.293774383,0,0,1,51.06879697,22.61,1,0.055,1.427217826,24.3,0.047334827,1408032,Nieporęt,legionowski
nieporet,2015,166,1.299737489,0,0,1,50.29819645,22.61,1,0.044,1.449083715,24.88,0.071162216,1408032,Nieporęt,legionowski
nieporet,2016,196,1.230919957,0,0,1,70.38288288,22.61,1,0.041,1.47938359,36.72,0.05238916,1408032,Nieporęt,legionowski
nieporet,2017,191,1.268863687,0,0,1,76.55369198,22.61,1,0.029,1.496147439,35.74,0.082010143,1408032,Nieporęt,legionowski
nieporet,2018,170,1.205854486,0,0,1,75.89870972,22.61,1,0.027,1.509058726,34.29,0.129475042,1408032,Nieporęt,legionowski
nieporet,2019,195,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,1408032,Nieporęt,legionowski
osieck,2008,3,0.345426702,0,0,1,0.5,40.23,0,0.03,0.510150044,9.1,0.006690477,1417062,Osieck,otwocki
osieck,2009,5,0.36550921,0,0,1,0.5,40.23,0,0.052,0.510444248,9.1,0.004722344,1417062,Osieck,otwocki
osieck,2010,6,0.386606218,0,0,1,0.5,40.23,0,0.047,0.513827596,9.1,0.005610724,1417062,Osieck,otwocki
osieck,2011,11,0.402114823,0,0,1,28.32058907,40.23,0,0.048,0.519417476,9.5,0.00438811,1417062,Osieck,otwocki
osieck,2012,0,0.410972332,0,0,1,28.29654782,40.23,0,0.058,0.519858782,9.5,0.002666097,1417062,Osieck,otwocki
osieck,2013,0,0.413726,0,0,1,28.36879433,40.23,0,0.051,0.518534863,9.5,0.009347115,1417062,Osieck,otwocki
osieck,2014,0,0.444495969,0,0,1,28.25656965,40.23,0,0.044,0.520594292,9.5,0.018948255,1417062,Osieck,otwocki
osieck,2015,0,0.465130986,0,0,1,28.02690583,40.23,0,0.04,0.524860253,9.5,0.00429778,1417062,Osieck,otwocki
osieck,2016,0,0.450504282,0,0,1,28.05836139,40.23,0,0.033,0.524271845,9.5,0.006259682,1417062,Osieck,otwocki
osieck,2017,5,0.463403523,0,0,1,55.81914597,40.23,0,0.034,0.527066784,9.5,0.006107864,1417062,Osieck,otwocki
osieck,2018,5,0.422644805,0,0,1,55.50929781,40.23,0,0.027,0.530008826,9.5,0.006349776,1417062,Osieck,otwocki
osieck,2019,14,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,1417062,Osieck,otwocki
otwock,2008,223,0.818749028,1,0,0,31.85148109,21.77,1,0.036,9.290636229,128.9,0.027688362,1417021,Otwock,otwocki
otwock,2009,190,0.819537224,1,0,0,33.92437127,21.77,1,0.054,9.346015642,141.1,0.031666908,1417021,Otwock,otwocki
otwock,2010,231,0.821322184,1,0,0,33.52704515,21.77,1,0.054,9.456774466,141.1,0.050486851,1417021,Otwock,otwocki
otwock,2011,234,0.847659207,1,0,0,40.08283786,21.77,1,0.056,9.492073557,161.1,0.034797881,1417021,Otwock,otwocki
otwock,2012,171,0.85475816,1,0,0,37.8248487,21.77,1,0.068,9.499894314,156.7,0.078792669,1417021,Otwock,otwocki
otwock,2013,170,0.873826171,1,0,0,44.4010301,21.77,1,0.066,9.521031494,151.66,0.050507709,1417021,Otwock,otwocki
otwock,2014,162,0.857033072,1,0,0,44.4197668,21.77,1,0.057,9.51701543,151.66,0.039788023,1417021,Otwock,otwocki
otwock,2015,171,0.865615235,1,0,0,44.42371338,21.77,1,0.047,9.516169943,145.1,0.052988682,1417021,Otwock,otwocki
otwock,2016,143,0.867656211,1,0,0,46.75810474,21.77,1,0.044,9.493130416,162.76,0.073573232,1417021,Otwock,otwocki
otwock,2017,160,0.868860221,1,0,0,46.79874312,21.77,1,0.038,9.484886916,162.76,0.045912094,1417021,Otwock,otwocki
otwock,2018,194,0.819853209,1,0,0,46.79144385,21.77,1,0.032,9.486366519,145.52,0.065618694,1417021,Otwock,otwocki
otwock,2019,123,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,1417021,Otwock,otwocki
ozarowmazowiecki,2008,62,0.790904182,0,1,0,23.86748771,14.94,1,0.024,2.939385436,182,0.395972282,1432063,Ożarów Mazowiecki,warszawski zachodni
ozarowmazowiecki,2009,172,0.84381921,0,1,0,23.5926957,14.94,1,0.036,2.97362144,178.4,0.058836903,1432063,Ożarów Mazowiecki,warszawski zachodni
ozarowmazowiecki,2010,245,0.899265593,0,1,0,28.13467129,14.94,1,0.041,2.992282868,202.2,0.215898737,1432063,Ożarów Mazowiecki,warszawski zachodni
ozarowmazowiecki,2011,206,0.93410363,0,1,0,32.35946746,14.94,1,0.042,3.035218184,208.2,0.408784181,1432063,Ożarów Mazowiecki,warszawski zachodni
ozarowmazowiecki,2012,259,0.946150788,0,1,0,27.24300763,14.94,1,0.047,3.090220289,208.2,0.389827102,1432063,Ożarów Mazowiecki,warszawski zachodni
ozarowmazowiecki,2013,195,0.946077537,0,1,0,31.18873641,14.94,1,0.051,3.149151115,217.7,0.386808217,1432063,Ożarów Mazowiecki,warszawski zachodni
ozarowmazowiecki,2014,231,0.967210119,0,1,0,35.09233671,14.94,1,0.039,3.198681072,217.7,0.476319462,1432063,Ożarów Mazowiecki,warszawski zachodni
ozarowmazowiecki,2015,197,0.977271712,0,1,0,38.80313874,14.94,1,0.027,3.254384734,214.34,0.024119899,1432063,Ożarów Mazowiecki,warszawski zachodni
ozarowmazowiecki,2016,261,0.929047127,0,1,0,42.36570073,14.94,1,0.02,3.311912446,219.66,0.098675653,1432063,Ożarów Mazowiecki,warszawski zachodni
ozarowmazowiecki,2017,249,0.965385989,0,1,0,41.56275977,14.94,1,0.015,3.375894486,184.86,0.337445766,1432063,Ożarów Mazowiecki,warszawski zachodni
ozarowmazowiecki,2018,342,0.950519076,0,1,0,40.52520668,14.94,1,0.014,3.462326365,190.08,0.444158822,1432063,Ożarów Mazowiecki,warszawski zachodni
ozarowmazowiecki,2019,373,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,1432063,Ożarów Mazowiecki,warszawski zachodni
piaseczno,2008,1103,1.797414844,0,1,0,52.83473003,16.65,1,0.025,5.312412288,125.4,0.390126318,1418043,Piaseczno,piaseczyński
piaseczno,2009,943,1.758299972,0,1,0,58.59905384,16.65,1,0.04,5.455091221,278.6,0.430078536,1418043,Piaseczno,piaseczyński
piaseczno,2010,1130,1.720144917,0,1,0,64.15083814,16.65,1,0.04,5.590675191,300.9,0.503580093,1418043,Piaseczno,piaseczyński
piaseczno,2011,1009,1.606479093,0,1,0,66.71204901,16.65,1,0.042,5.726648994,215.5,0.441521317,1418043,Piaseczno,piaseczyński
piaseczno,2012,792,1.58173635,0,1,0,66.65955631,16.65,1,0.05,5.848121004,217.5,0.43308121,1418043,Piaseczno,piaseczyński
piaseczno,2013,916,1.500529491,0,1,0,74.32229799,16.65,1,0.051,5.979494776,219.62,0.521534026,1418043,Piaseczno,piaseczyński
piaseczno,2014,849,1.531204843,0,1,0,76.74597084,16.65,1,0.047,6.095431155,239.86,0.479219973,1418043,Piaseczno,piaseczyński
piaseczno,2015,770,1.535771119,0,1,0,73.98954114,16.65,1,0.043,6.217137065,239.55,0.455091506,1418043,Piaseczno,piaseczyński
piaseczno,2016,704,1.523325421,0,1,0,70.19099339,16.65,1,0.038,6.331436145,269.96,0.459406435,1418043,Piaseczno,piaseczyński
piaseczno,2017,840,1.502233496,0,1,0,69.06914185,16.65,1,0.032,6.434274131,255.96,0.435712725,1418043,Piaseczno,piaseczyński
piaseczno,2018,802,1.418334179,0,1,0,69.21901852,16.65,1,0.029,6.532979885,285.98,0.391180277,1418043,Piaseczno,piaseczyński
piaseczno,2019,909,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,1418043,Piaseczno,piaseczyński
piastow,2008,119,1.204345863,1,0,0,21.66190105,12.5,1,0.023,40.07291667,63.8,0.432164878,1421011,Piastów,pruszkowski
piastow,2009,147,1.174811358,1,0,0,26.06655661,12.5,1,0.037,39.96180556,40.4,0.400919318,1421011,Piastów,pruszkowski
piastow,2010,160,1.145819949,1,0,0,26.11875326,12.5,1,0.039,39.88194444,43.8,0.446559787,1421011,Piastów,pruszkowski
piastow,2011,129,1.072852216,1,0,0,21.79979072,12.5,1,0.042,39.81944444,69,0.43545264,1421011,Piastów,pruszkowski
piastow,2012,131,1.052008508,1,0,0,26.18486515,12.5,1,0.053,39.78125,69,0.504415095,1421011,Piastów,pruszkowski
piastow,2013,143,1.058028516,1,0,0,26.28581442,12.5,1,0.055,39.62847222,68.68,0.425522774,1421011,Piastów,pruszkowski
piastow,2014,125,1.059603386,1,0,0,21.86270223,12.5,1,0.049,39.70486111,55.48,0.584169149,1421011,Piastów,pruszkowski
piastow,2015,122,1.033780223,1,0,0,21.80834824,12.5,1,0.045,39.80381944,54.36,0.594568014,1421011,Piastów,pruszkowski
piastow,2016,108,1.040126242,1,0,0,30.79494963,12.5,1,0.04,39.46354167,57.74,0.428797245,1421011,Piastów,pruszkowski
piastow,2017,113,1.027609859,1,0,0,35.19267992,12.5,1,0.033,39.46527778,57.74,0.641920745,1421011,Piastów,pruszkowski
piastow,2018,182,0.957007097,1,0,0,35.30917597,12.5,1,0.029,39.33506944,56.98,0.366467565,1421011,Piastów,pruszkowski
